ctgov,time,estimate
NCT00793624,150,0.8736
NCT00793624,164,0.8714
NCT00793624,195,0.8514
NCT00793624,216,0.8481
NCT00793624,223,0.8448
NCT00793624,230,0.837
NCT00793624,263,0.8226
NCT00793624,306,0.8149
NCT00793624,335,0.8149
NCT00793624,342,0.813
NCT00793624,343,0.8017
NCT00793624,370,0.8017
NCT00798161,1,0.9975
NCT00798161,3,0.9937
NCT00798161,12,0.9861
NCT00798161,13,0.981
NCT00798161,19,0.9697
NCT00798161,34,0.9608
NCT00798161,36,0.957
NCT00798161,40,0.9545
NCT00798161,41,0.952
NCT00798161,46,0.9469
NCT00798161,49,0.9418
NCT00798161,50,0.9355
NCT00798161,55,0.9317
NCT00798161,65,0.9279
NCT00798161,77,0.9191
NCT00798161,84,0.9166
NCT00798161,89,0.9128
NCT00798161,93,0.9064
NCT00798161,131,0.8938
NCT00798161,137,0.8862
NCT00798161,145,0.8824
NCT00798161,150,0.8824
NCT00798161,154,0.8799
NCT00798161,169,0.8773
NCT00798161,170,0.8722
NCT00798161,171,0.8722
NCT00798161,172,0.869
NCT00798161,190,0.869
NCT00800683,1,0.9923
NCT00800683,10,0.9846
NCT00800683,27,0.9769
NCT00800683,29,0.9615
NCT00800683,35,0.9462
NCT00800683,46,0.9385
NCT00800683,47,0.9308
NCT00800683,51,0.9231
NCT00800683,61,0.9154
NCT00800683,67,0.9077
NCT00800683,74,0.9
NCT00800683,84,0.8846
NCT00800683,103,0.8769
NCT00800683,107,0.8692
NCT00800683,135,0.8462
NCT00800683,159,0.8385
NCT00800683,223,0.8231
NCT00800683,239,0.8077
NCT00800683,252,0.8
NCT00800683,258,0.7923
NCT00800683,269,0.7846
NCT00800683,271,0.7692
NCT00800683,286,0.7615
NCT00800683,293,0.7538
NCT00800683,333,0.7462
NCT00800683,359,0.7462
NCT00800683,361,0.7379
NCT00800683,395,0.7379
NCT00848081,4,0.9969
NCT00848081,9,0.9937
NCT00848081,12,0.9906
NCT00848081,14,0.9811
NCT00848081,15,0.978
NCT00848081,16,0.9717
NCT00848081,23,0.9686
NCT00848081,24,0.9654
NCT00848081,28,0.9591
NCT00848081,29,0.9528
NCT00848081,31,0.9497
NCT00848081,35,0.9465
NCT00848081,36,0.9434
NCT00848081,41,0.9403
NCT00848081,42,0.9371
NCT00848081,46,0.9308
NCT00848081,55,0.9214
NCT00848081,57,0.9151
NCT00848081,58,0.9088
NCT00848081,59,0.9057
NCT00848081,65,0.9025
NCT00848081,70,0.8994
NCT00848081,72,0.8931
NCT00848081,77,0.8899
NCT00848081,78,0.8867
NCT00848081,116,0.8867
NCT00855582,1,0.9983
NCT00855582,5,0.995
NCT00855582,12,0.9934
NCT00855582,13,0.9901
NCT00855582,14,0.9752
NCT00855582,15,0.9736
NCT00855582,16,0.967
NCT00855582,21,0.9604
NCT00855582,25,0.9587
NCT00855582,27,0.9538
NCT00855582,29,0.9389
NCT00855582,33,0.934
NCT00855582,35,0.9274
NCT00855582,47,0.9175
NCT00855582,52,0.9076
NCT00855582,55,0.9043
NCT00855582,56,0.901
NCT00855582,60,0.896
NCT00855582,61,0.8927
NCT00855582,63,0.8911
NCT00855582,81,0.8878
NCT00855582,82,0.8859
NCT00855582,83,0.8859
NCT00855582,84,0.8837
NCT00855582,126,0.8837
NCT00861757,8,0.9984
NCT00861757,11,0.9951
NCT00861757,12,0.9935
NCT00861757,14,0.9918
NCT00861757,15,0.9886
NCT00861757,16,0.9869
NCT00861757,18,0.9853
NCT00861757,20,0.982
NCT00861757,27,0.9771
NCT00861757,29,0.9608
NCT00861757,31,0.9575
NCT00861757,34,0.9559
NCT00861757,36,0.9526
NCT00861757,40,0.951
NCT00861757,52,0.9477
NCT00861757,55,0.9444
NCT00861757,57,0.9379
NCT00861757,58,0.9363
NCT00861757,60,0.9346
NCT00861757,61,0.9314
NCT00861757,64,0.9281
NCT00861757,65,0.9265
NCT00861757,70,0.9248
NCT00861757,71,0.9232
NCT00861757,76,0.9216
NCT00861757,79,0.9216
NCT00861757,80,0.9199
NCT00861757,120,0.9199
NCT00915772,1,0.9982
NCT00915772,12,0.9947
NCT00915772,13,0.9876
NCT00915772,14,0.9859
NCT00915772,20,0.9806
NCT00915772,42,0.977
NCT00915772,56,0.9576
NCT00915772,72,0.9505
NCT00915772,118,0.9488
NCT00915772,131,0.9452
NCT00915772,132,0.9399
NCT00915772,137,0.9329
NCT00915772,140,0.9223
NCT00915772,163,0.9117
NCT00915772,209,0.8993
NCT00915772,216,0.8905
NCT00915772,218,0.8852
NCT00915772,228,0.8834
NCT00915772,237,0.8746
NCT00915772,241,0.8675
NCT00915772,290,0.8551
NCT00915772,300,0.8445
NCT00915772,311,0.8251
NCT00915772,324,0.8163
NCT00915772,355,0.8092
NCT00915772,369,0.8092
NCT00915772,371,0.8055
NCT00915772,408,0.8055
NCT00926289,1,0.9989
NCT00926289,2,0.9977
NCT00926289,3,0.9955
NCT00926289,5,0.9932
NCT00926289,7,0.9842
NCT00926289,8,0.9831
NCT00926289,9,0.9797
NCT00926289,13,0.9764
NCT00926289,15,0.9752
NCT00926289,16,0.9718
NCT00926289,20,0.9617
NCT00926289,22,0.9572
NCT00926289,24,0.955
NCT00926289,28,0.9516
NCT00926289,30,0.9505
NCT00926289,31,0.9482
NCT00926289,33,0.9448
NCT00926289,34,0.9392
NCT00926289,35,0.9381
NCT00926289,36,0.9358
NCT00926289,39,0.9358
NCT00926289,41,0.9347
NCT00926289,63,0.9347
NCT00954447,1,0.9984
NCT00954447,33,0.9872
NCT00954447,52,0.9729
NCT00954447,54,0.9673
NCT00954447,82,0.9625
NCT00954447,84,0.9601
NCT00954447,90,0.9593
NCT00954447,92,0.9561
NCT00954447,101,0.9514
NCT00954447,122,0.9466
NCT00954447,129,0.9418
NCT00954447,148,0.9394
NCT00954447,165,0.9338
NCT00954447,167,0.933
NCT00954447,168,0.929
NCT00954447,169,0.9282
NCT00954447,184,0.9203
NCT00954447,215,0.9179
NCT00954447,244,0.9051
NCT00954447,259,0.9019
NCT00954447,281,0.9011
NCT00954447,302,0.8923
NCT00954447,348,0.886
NCT00954447,360,0.8819
NCT00954447,361,0.8811
NCT00954447,365,0.8666
NCT00954447,370,0.8644
NCT00954447,711,0.8644
NCT00970632,2,0.998
NCT00970632,6,0.9961
NCT00970632,8,0.9922
NCT00970632,14,0.9883
NCT00970632,22,0.9824
NCT00970632,23,0.9804
NCT00970632,26,0.9785
NCT00970632,28,0.9687
NCT00970632,29,0.9628
NCT00970632,30,0.9609
NCT00970632,32,0.9589
NCT00970632,33,0.9569
NCT00970632,37,0.953
NCT00970632,40,0.9511
NCT00970632,51,0.9472
NCT00970632,57,0.9354
NCT00970632,58,0.9315
NCT00970632,60,0.9276
NCT00970632,63,0.9256
NCT00970632,65,0.9237
NCT00970632,68,0.9217
NCT00970632,70,0.9139
NCT00970632,76,0.9139
NCT00970632,77,0.9099
NCT00970632,79,0.9099
NCT00970632,82,0.9034
NCT00970632,84,0.8939
NCT00970632,145,0.8939
NCT00975195,1,0.996
NCT00975195,24,0.9851
NCT00975195,25,0.9831
NCT00975195,35,0.9811
NCT00975195,40,0.9771
NCT00975195,42,0.967
NCT00975195,49,0.9598
NCT00975195,79,0.9477
NCT00975195,82,0.9453
NCT00975195,84,0.9396
NCT00975195,91,0.93
NCT00975195,122,0.9147
NCT00975195,126,0.9078
NCT00975195,134,0.901
NCT00975195,161,0.8942
NCT00975195,170,0.8877
NCT00975195,184,0.8817
NCT00975195,189,0.8753
NCT00975195,194,0.8728
NCT00975195,203,0.8716
NCT00975195,225,0.8632
NCT00975195,247,0.8592
NCT00975195,252,0.8539
NCT00975195,300,0.8398
NCT00975195,342,0.8221
NCT00975195,347,0.8181
NCT00975195,363,0.8158
NCT00975195,487,0.8158
NCT00996658,1,0.9963
NCT00996658,5,0.9926
NCT00996658,31,0.9853
NCT00996658,42,0.9743
NCT00996658,47,0.9706
NCT00996658,55,0.9669
NCT00996658,56,0.9632
NCT00996658,67,0.9596
NCT00996658,77,0.9559
NCT00996658,78,0.9522
NCT00996658,88,0.9338
NCT00996658,89,0.9301
NCT00996658,93,0.9265
NCT00996658,98,0.9228
NCT00996658,102,0.9191
NCT00996658,111,0.9154
NCT00996658,113,0.9118
NCT00996658,122,0.9044
NCT00996658,126,0.9007
NCT00996658,128,0.8971
NCT00996658,143,0.8934
NCT00996658,156,0.8934
NCT00996658,158,0.8897
NCT00996658,215,0.8897
NCT01064687,5,0.999
NCT01064687,13,0.998
NCT01064687,16,0.9908
NCT01064687,28,0.9836
NCT01064687,33,0.9785
NCT01064687,35,0.9744
NCT01064687,49,0.9723
NCT01064687,57,0.9672
NCT01064687,70,0.9662
NCT01064687,89,0.9611
NCT01064687,101,0.9549
NCT01064687,131,0.9518
NCT01064687,134,0.9488
NCT01064687,166,0.9447
NCT01064687,238,0.9211
NCT01064687,272,0.917
NCT01064687,295,0.9068
NCT01064687,311,0.9027
NCT01064687,343,0.8975
NCT01064687,360,0.8975
NCT01064687,363,0.8962
NCT01064687,365,0.8918
NCT01064687,367,0.8918
NCT01064687,368,0.8873
NCT01064687,432,0.8873
NCT01075282,3,0.9988
NCT01075282,18,0.9876
NCT01075282,30,0.9827
NCT01075282,36,0.9727
NCT01075282,56,0.969
NCT01075282,64,0.9653
NCT01075282,98,0.9628
NCT01075282,111,0.9591
NCT01075282,148,0.9554
NCT01075282,181,0.943
NCT01075282,241,0.9368
NCT01075282,261,0.9318
NCT01075282,306,0.9306
NCT01075282,308,0.9281
NCT01075282,351,0.9269
NCT01075282,381,0.9219
NCT01075282,427,0.9195
NCT01075282,439,0.9145
NCT01075282,457,0.9133
NCT01075282,462,0.9108
NCT01075282,484,0.9095
NCT01075282,508,0.9046
NCT01075282,542,0.9033
NCT01075282,545,0.9019
NCT01075282,546,0.8953
NCT01075282,549,0.8953
NCT01075282,550,0.8909
NCT01075282,608,0.8909
NCT01084005,10,0.9959
NCT01084005,15,0.9917
NCT01084005,19,0.9876
NCT01084005,21,0.9834
NCT01084005,26,0.9793
